"Series.Name","Series.Code","Country.Name","Country.Code","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","Average..Time.","missing_count"
"Population ages 65-69, male","SP.POP.6569.MA","Afghanistan","AFG",149943,152731,154670,157901,162536,168031,173338,176975,180201,185953,NA,166227.9,1
"Population ages 65-69, male","SP.POP.6569.MA","Armenia","ARM",37070,41741,45588,48445,51100,53997,56712,59244,61827,64414,NA,52013.8,1
"Population ages 65-69, male","SP.POP.6569.MA","Azerbaijan","AZE",71348,82736,95342,106997,117669,127352,135176,143295,153462,166167,NA,119954.4,1
"Population ages 65-69, male","SP.POP.6569.MA","Bahrain","BHR",7709,8205,8686,9850,10778,11687,12631,13542,13695,14696,NA,11147.9,1
"Population ages 65-69, male","SP.POP.6569.MA","Bangladesh","BGD",1531226,1554969,1592882,1646136,1724425,1824725,1916516,1990559,2064368,2134599,NA,1798040.5,1
"Population ages 65-69, male","SP.POP.6569.MA","Bhutan","BTN",7388,7548,7749,7996,8281,8596,8941,9292,9621,9915,NA,8532.7,1
"Population ages 65-69, male","SP.POP.6569.MA","Brunei Darussalam","BRN",3188,3527,3915,4320,4712,5073,5399,5693,5970,6293,NA,4809,1
"Population ages 65-69, male","SP.POP.6569.MA","Cambodia","KHM",115298,121856,128559,134984,140981,146386,151293,156549,163137,171589,NA,143063.2,1
"Population ages 65-69, male","SP.POP.6569.MA","China","CHN",23237570,24924398,26722076,28686253,30669590,32428084,33979409,35022489,35762285,36029698,NA,30746185.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Cyprus","CYP",23716,24457,25124,25701,26224,26764,27387,28125,29031,30098,NA,26662.7,1
"Population ages 65-69, male","SP.POP.6569.MA","Egypt, Arab Rep.","EGY",807313,849063,885907,921651,959585,1003586,1050039,1093411,1138112,1186095,NA,989476.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Georgia","GEO",59599,65238,69529,72225,73810,74919,76046,76701,77867,79510,NA,72544.4,1
"Population ages 65-69, male","SP.POP.6569.MA","India","IND",13185620,14036266,14939584,15893349,16881262,17744267,18414252,18914090,19427801,20034388,NA,16947087.9,1
"Population ages 65-69, male","SP.POP.6569.MA","Indonesia","IDN",2644412,2691214,2769536,2876703,3012326,3178003,3345172,3488187,3651390,3843364,NA,3150030.7,1
"Population ages 65-69, male","SP.POP.6569.MA","Iran, Islamic Rep.","IRN",900832,978316,1058410,1137844,1210924,1261888,1288918,1307951,1332143,1372461,NA,1184968.7,1
"Population ages 65-69, male","SP.POP.6569.MA","Iraq","IRQ",196026,202517,210737,223350,238682,253823,264062,269941,269863,262809,NA,239181,1
"Population ages 65-69, male","SP.POP.6569.MA","Israel","ISR",140299,150116,156978,159777,162387,165685,167363,167599,167800,168708,NA,160671.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Japan","JPN",4616297,4876092,4949380,4775288,4524851,4279241,4074866,3898116,3746381,3645881,NA,4338639.3,1
"Population ages 65-69, male","SP.POP.6569.MA","Jordan","JOR",61049,66128,71903,76635,81475,85854,89842,93789,98231,103730,NA,82863.6,1
"Population ages 65-69, male","SP.POP.6569.MA","Kazakhstan","KAZ",152905,177823,198445,213345,225047,236842,250342,263954,279177,297212,NA,229509.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Kuwait","KWT",21985,26496,32098,39035,47523,55711,61005,46118,33321,39799,NA,40309.1,1
"Population ages 65-69, male","SP.POP.6569.MA","Kyrgyz Republic","KGZ",48592,57721,64116,66859,68484,69856,70457,71072,73679,78535,NA,66937.1,1
"Population ages 65-69, male","SP.POP.6569.MA","Lao PDR","LAO",47946,50048,52337,54825,57507,60335,63084,65857,68913,72120,NA,59297.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Lebanon","LBN",64169,72784,81281,87257,90234,90404,90276,90931,92207,94470,NA,85401.3,1
"Population ages 65-69, male","SP.POP.6569.MA","Malaysia","MYS",343930,362774,382984,404131,425265,445309,463887,479927,494860,511744,NA,431481.1,1
"Population ages 65-69, male","SP.POP.6569.MA","Maldives","MDV",2693,2759,2852,2968,3132,3371,3699,4104,4570,5079,NA,3522.7,1
"Population ages 65-69, male","SP.POP.6569.MA","Mongolia","MNG",18050,18364,18821,19483,20441,21767,23621,26011,28793,31849,NA,22720,1
"Population ages 65-69, male","SP.POP.6569.MA","Myanmar","MMR",501457,529311,559588,592062,627428,658866,682976,704831,727532,751322,NA,633537.3,1
"Population ages 65-69, male","SP.POP.6569.MA","Nepal","NPL",295172,303511,311969,319608,325597,331562,337581,342365,347452,353142,NA,326795.9,1
"Population ages 65-69, male","SP.POP.6569.MA","Oman","OMN",20888,21494,21997,22595,23011,23220,23080,23469,24483,25402,NA,22963.9,1
"Population ages 65-69, male","SP.POP.6569.MA","Pakistan","PAK",1652625,1637054,1634241,1650481,1694365,1768110,1849839,1927817,2010698,2094500,NA,1791973,1
"Population ages 65-69, male","SP.POP.6569.MA","Philippines","PHL",657330,728007,804256,879466,953802,1024858,1087177,1137412,1185892,1240414,NA,969861.4,1
"Population ages 65-69, male","SP.POP.6569.MA","Qatar","QAT",7317,8668,9706,9979,9827,10236,11509,10425,11957,14196,NA,10382,1
"Population ages 65-69, male","SP.POP.6569.MA","Timor-Leste","TLS",12984,13097,13186,13098,12768,12265,11704,11197,10951,11035,NA,12228.5,1
"Population ages 65-69, male","SP.POP.6569.MA","Russian Federation","RUS",2206571,2568696,2802602,2944320,3057465,3137010,3184708,3218013,3269757,3362030,NA,2975117.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Saudi Arabia","SAU",142370,145915,152005,157860,160222,164226,179784,183333,202753,230572,NA,171904,1
"Population ages 65-69, male","SP.POP.6569.MA","Sri Lanka","LKA",327833,345610,362068,375560,386163,393420,399818,408484,414401,418703,NA,383206,1
"Population ages 65-69, male","SP.POP.6569.MA","Syrian Arab Republic","SYR",158624,156952,157812,159280,161127,167579,177053,186197,196644,208326,NA,172959.4,1
"Population ages 65-69, male","SP.POP.6569.MA","Tajikistan","TJK",38027,42487,47623,53016,58364,63713,68675,73463,79038,85576,NA,60998.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Thailand","THA",1131662,1199885,1269065,1336266,1398948,1457503,1515356,1575990,1640569,1708889,NA,1423413.3,1
"Population ages 65-69, male","SP.POP.6569.MA","Turkiye","TUR",944018,983666,1035032,1097072,1168201,1260425,1358057,1441538,1493281,1508296,NA,1228958.6,1
"Population ages 65-69, male","SP.POP.6569.MA","Turkmenistan","TKM",28808,32222,35708,39015,42065,45048,48157,51594,56291,62309,NA,44121.7,1
"Population ages 65-69, male","SP.POP.6569.MA","United Arab Emirates","ARE",33409,35216,37026,38204,38543,38700,39352,41298,42401,46133,NA,39028.2,1
"Population ages 65-69, male","SP.POP.6569.MA","Uzbekistan","UZB",215254,230834,253460,276874,300761,324813,344201,360044,377954,397203,NA,308139.8,1
"Population ages 65-69, male","SP.POP.6569.MA","Viet Nam","VNM",811225,895103,970948,1035343,1110066,1194861,1270953,1349252,1444515,1534952,NA,1161721.8,1
"Population ages 65-69, male","SP.POP.6569.MA","Yemen, Rep.","YEM",150669,150640,149394,148886,149956,153280,158696,165406,173294,182606,NA,158282.7,1
"Population ages 70-74, female","SP.POP.7074.FE","Afghanistan","AFG",123001,128941,134905,141780,148700,154571,157891,158388,158708,161484,NA,146836.9,1
"Population ages 70-74, female","SP.POP.7074.FE","Armenia","ARM",45177,38147,35125,36797,41676,48122,54635,59943,63794,66802,NA,49021.8,1
"Population ages 70-74, female","SP.POP.7074.FE","Azerbaijan","AZE",79761,68357,62784,65088,73772,86529,99803,110435,118279,125981,NA,89078.9,1
"Population ages 70-74, female","SP.POP.7074.FE","Bahrain","BHR",4204,4340,4371,4553,4713,5014,5469,5862,5833,6232,NA,5059.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Bangladesh","BGD",1091813,1143051,1195711,1247075,1289185,1321583,1357708,1403929,1462109,1531418,NA,1304358.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Bhutan","BTN",5351,5479,5587,5649,5689,5759,5879,6061,6311,6621,NA,5838.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Brunei Darussalam","BRN",2276,2291,2346,2491,2729,3048,3421,3787,4124,4466,NA,3097.9,1
"Population ages 70-74, female","SP.POP.7074.FE","Cambodia","KHM",114221,118538,123518,129393,136485,144804,154055,163628,173403,183392,NA,144143.7,1
"Population ages 70-74, female","SP.POP.7074.FE","China","CHN",17495770,18045214,18734778,19662260,20917059,22477861,24481027,26676375,29106909,31522585,NA,22911983.8,1
"Population ages 70-74, female","SP.POP.7074.FE","Cyprus","CYP",20140,20846,21575,22318,23054,23752,24366,24861,25280,25679,NA,23187.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Egypt, Arab Rep.","EGY",594159,625503,669603,723127,776940,822495,857355,881498,909393,951161,NA,781123.4,1
"Population ages 70-74, female","SP.POP.7074.FE","Georgia","GEO",79373,69858,64636,64827,69771,77257,84958,90297,93857,96364,NA,79119.8,1
"Population ages 70-74, female","SP.POP.7074.FE","India","IND",10033679,10294680,10604595,10950433,11305102,11802109,12455934,13026204,13664920,14502303,NA,11863995.9,1
"Population ages 70-74, female","SP.POP.7074.FE","Indonesia","IDN",2587915,2618221,2649957,2679332,2703436,2716022,2727156,2746399,2808370,2930164,NA,2716697.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Iran, Islamic Rep.","IRN",656241,676876,703005,734516,769442,818292,879829,941220,1005902,1073123,NA,825844.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Iraq","IRQ",186083,192000,197527,202145,208857,217475,225965,236723,253149,271846,NA,219177,1
"Population ages 70-74, female","SP.POP.7074.FE","Israel","ISR",99095,102152,111069,126088,141316,153392,163903,170946,173577,176399,NA,141793.7,1
"Population ages 70-74, female","SP.POP.7074.FE","Japan","JPN",4220129,4085133,4063732,4256488,4481603,4724251,4992289,5053900,4858791,4577525,NA,4531384.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Jordan","JOR",41978,44247,46903,48899,51386,54173,57124,60303,63874,67940,NA,53682.7,1
"Population ages 70-74, female","SP.POP.7074.FE","Kazakhstan","KAZ",184495,158111,146708,154457,178532,211028,241105,261860,276616,290771,NA,210368.3,1
"Population ages 70-74, female","SP.POP.7074.FE","Kuwait","KWT",9639,10525,11629,12728,13905,15280,16560,16100,15904,17575,NA,13984.5,1
"Population ages 70-74, female","SP.POP.7074.FE","Kyrgyz Republic","KGZ",34982,29989,28338,30798,36545,43818,50449,55182,59591,64864,NA,43455.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Lao PDR","LAO",38380,39044,39993,41080,42327,43778,45476,47356,49451,51828,NA,43871.3,1
"Population ages 70-74, female","SP.POP.7074.FE","Lebanon","LBN",59820,62610,64496,66902,69729,72497,74808,76251,77442,79111,NA,70366.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Malaysia","MYS",230570,239792,250697,263858,279835,298414,319365,340923,362126,383322,NA,296890.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Maldives","MDV",2327,2300,2259,2225,2211,2216,2240,2288,2380,2530,NA,2297.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Mongolia","MNG",17859,18302,18805,19369,19993,20669,21392,22204,23280,24804,NA,20667.7,1
"Population ages 70-74, female","SP.POP.7074.FE","Myanmar","MMR",434276,443595,455381,468641,483761,507359,539516,572938,607788,643977,NA,515723.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Nepal","NPL",231493,238786,244748,251705,260414,269411,277708,285299,292260,298565,NA,265038.9,1
"Population ages 70-74, female","SP.POP.7074.FE","Oman","OMN",12968,13784,14501,15049,15565,15962,16183,16653,17607,18421,NA,15669.3,1
"Population ages 70-74, female","SP.POP.7074.FE","Pakistan","PAK",1194185,1241333,1288902,1333556,1368119,1387418,1399791,1419164,1455212,1511994,NA,1359967.4,1
"Population ages 70-74, female","SP.POP.7074.FE","Philippines","PHL",641429,656668,678475,710070,755568,813186,873438,925827,974694,1023750,NA,805310.5,1
"Population ages 70-74, female","SP.POP.7074.FE","Qatar","QAT",2026,2161,2472,2725,2850,2994,3485,3502,4063,4503,NA,3078.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Timor-Leste","TLS",9305,9981,10746,11606,12499,13323,13853,13840,13106,11959,NA,12021.8,1
"Population ages 70-74, female","SP.POP.7074.FE","Russian Federation","RUS",2841510,2380772,2183056,2314342,2683425,3207365,3723968,4020523,4185732,4341940,NA,3188263.3,1
"Population ages 70-74, female","SP.POP.7074.FE","Saudi Arabia","SAU",75736,77212,78738,80839,83301,87153,95497,97501,103764,107835,NA,88757.6,1
"Population ages 70-74, female","SP.POP.7074.FE","Sri Lanka","LKA",264948,284121,305596,328163,351127,372225,391828,411512,424456,431399,NA,356537.5,1
"Population ages 70-74, female","SP.POP.7074.FE","Syrian Arab Republic","SYR",113087,113510,116214,120947,128605,137529,145875,154328,163074,171973,NA,136514.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Tajikistan","TJK",35080,32051,30561,31189,33987,38370,43274,48232,53263,58108,NA,40411.5,1
"Population ages 70-74, female","SP.POP.7074.FE","Thailand","THA",969950,997570,1035419,1086767,1151184,1224387,1302361,1382521,1459269,1531143,NA,1214057.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Turkiye","TUR",832557,846415,868214,897550,934955,989740,1056890,1134151,1217494,1295424,NA,1007339,1
"Population ages 70-74, female","SP.POP.7074.FE","Turkmenistan","TKM",35591,32930,31643,32173,34598,38462,43006,47671,52271,56571,NA,40491.6,1
"Population ages 70-74, female","SP.POP.7074.FE","United Arab Emirates","ARE",16306,16982,17941,18962,19751,20470,21005,22143,23453,24228,NA,20124.1,1
"Population ages 70-74, female","SP.POP.7074.FE","Uzbekistan","UZB",215253,207016,202351,202355,208100,221004,243157,270167,297385,324924,NA,239171.2,1
"Population ages 70-74, female","SP.POP.7074.FE","Viet Nam","VNM",816971,822704,834513,859890,913639,996738,1100336,1194784,1279252,1367871,NA,1018669.8,1
"Population ages 70-74, female","SP.POP.7074.FE","Yemen, Rep.","YEM",132882,136286,140175,144531,147987,149771,149477,147889,147136,148556,NA,144469,1
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG",99121,102717,105850,109074,111587,113863,115363,115207,115823,119174,NA,110777.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Armenia","ARM",29066,24443,22440,23379,26128,29751,33425,36351,38499,40272,NA,30375.4,1
"Population ages 70-74, male","SP.POP.7074.MA","Azerbaijan","AZE",52384,45024,41732,44212,51333,61276,72097,81143,87901,93921,NA,63102.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Bahrain","BHR",4492,4439,4362,4711,4967,5303,5896,6397,6309,6824,NA,5370,1
"Population ages 70-74, male","SP.POP.7074.MA","Bangladesh","BGD",1081124,1126585,1173897,1220001,1255624,1279477,1299119,1323260,1368531,1441622,NA,1256924,1
"Population ages 70-74, male","SP.POP.7074.MA","Bhutan","BTN",5674,5789,5891,5943,5971,6034,6148,6318,6535,6784,NA,6108.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Brunei Darussalam","BRN",2162,2220,2288,2393,2553,2786,3080,3391,3695,3988,NA,2855.6,1
"Population ages 70-74, male","SP.POP.7074.MA","Cambodia","KHM",76527,79376,82535,86171,90525,95584,100970,106212,111312,116301,NA,94551.3,1
"Population ages 70-74, male","SP.POP.7074.MA","China","CHN",16051645,16461909,17001047,17800201,18852756,20069867,21574911,23177262,24926689,26676047,NA,20259233.4,1
"Population ages 70-74, male","SP.POP.7074.MA","Cyprus","CYP",18205,18770,19383,20051,20756,21449,22083,22623,23067,23506,NA,20989.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Egypt, Arab Rep.","EGY",440023,463423,495932,536023,578904,618504,646663,663766,685699,718051,NA,584698.8,1
"Population ages 70-74, male","SP.POP.7074.MA","Georgia","GEO",48990,43149,40030,40261,43320,47758,52074,54755,56427,57758,NA,48452.2,1
"Population ages 70-74, male","SP.POP.7074.MA","India","IND",8903747,9172181,9480068,9815835,10184368,10729139,11412174,11997316,12658030,13483549,NA,10783640.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Indonesia","IDN",1969534,1983858,2002577,2024397,2049134,2076035,2102795,2131530,2199406,2315027,NA,2085429.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Iran, Islamic Rep.","IRN",623574,648240,677798,712564,752309,808762,876593,942731,1011964,1079091,NA,813362.6,1
"Population ages 70-74, male","SP.POP.7074.MA","Iraq","IRQ",131439,136803,141628,145536,150417,156124,160399,166072,176944,190031,NA,155539.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Israel","ISR",83060,86780,95184,108198,121068,131049,139666,145385,147845,150700,NA,120893.5,1
"Population ages 70-74, male","SP.POP.7074.MA","Japan","JPN",3756670,3651095,3655123,3843799,4054585,4270395,4507198,4570141,4410367,4177796,NA,4089716.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Jordan","JOR",41619,44011,46821,48998,51680,54689,57743,60865,64541,68662,NA,53962.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Kazakhstan","KAZ",97308,84768,80823,87248,102259,121981,140560,153693,164090,174866,NA,120759.6,1
"Population ages 70-74, male","SP.POP.7074.MA","Kuwait","KWT",11174,12669,14841,17747,21283,25058,28324,21979,15831,18903,NA,18780.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Kyrgyz Republic","KGZ",32917,31232,30539,31065,33378,36723,39304,40530,42409,45849,NA,36394.6,1
"Population ages 70-74, male","SP.POP.7074.MA","Lao PDR","LAO",32613,33293,34009,34947,36121,37552,39115,40805,42764,44936,NA,37615.5,1
"Population ages 70-74, male","SP.POP.7074.MA","Lebanon","LBN",43589,46245,49082,53014,57837,63117,67763,70620,72634,74482,NA,59838.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Malaysia","MYS",223865,232443,242394,254318,268834,285940,305407,324885,343711,362914,NA,284471.1,1
"Population ages 70-74, male","SP.POP.7074.MA","Maldives","MDV",2577,2521,2484,2473,2483,2503,2517,2531,2590,2738,NA,2541.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Mongolia","MNG",13516,13547,13601,13694,13839,14038,14202,14408,14896,15752,NA,14149.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Myanmar","MMR",333965,341355,350462,360303,369530,384450,406042,428149,452498,480091,NA,390684.5,1
"Population ages 70-74, male","SP.POP.7074.MA","Nepal","NPL",201043,207937,213269,219187,226603,234186,240506,245963,251498,256828,NA,229702,1
"Population ages 70-74, male","SP.POP.7074.MA","Oman","OMN",14526,15015,15503,15927,16225,16114,15673,15706,16708,17762,NA,15915.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Pakistan","PAK",1187930,1217413,1245247,1268555,1279654,1273822,1258424,1250647,1264119,1300572,NA,1254638.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Philippines","PHL",374483,389890,413953,448227,495776,555023,616108,666092,710439,754919,NA,542491,1
"Population ages 70-74, male","SP.POP.7074.MA","Qatar","QAT",3101,3502,3923,4169,4390,4609,4940,4433,5061,5827,NA,4395.5,1
"Population ages 70-74, male","SP.POP.7074.MA","Timor-Leste","TLS",8738,9229,9732,10249,10737,11144,11361,11263,10773,10085,NA,10331.1,1
"Population ages 70-74, male","SP.POP.7074.MA","Russian Federation","RUS",1432342,1216350,1152270,1259704,1478438,1768736,2048489,2198969,2278096,2360229,NA,1719362.3,1
"Population ages 70-74, male","SP.POP.7074.MA","Saudi Arabia","SAU",102062,104596,106260,108023,108903,111268,120603,122526,129388,133361,NA,114699,1
"Population ages 70-74, male","SP.POP.7074.MA","Sri Lanka","LKA",202927,214574,228383,243787,260260,275801,290239,304175,312780,317020,NA,264994.6,1
"Population ages 70-74, male","SP.POP.7074.MA","Syrian Arab Republic","SYR",101114,100480,102576,106937,114153,121121,125235,128886,133102,137613,NA,117121.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Tajikistan","TJK",30224,27870,26293,26081,27457,30198,33518,37175,41335,45626,NA,32577.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Thailand","THA",791652,813878,844143,885591,937816,995943,1056054,1117046,1175513,1229645,NA,984728.1,1
"Population ages 70-74, male","SP.POP.7074.MA","Turkiye","TUR",672447,687424,707296,730912,758805,801052,856495,924219,999021,1071328,NA,820899.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Turkmenistan","TKM",19355,17102,15800,15683,16731,18592,20754,22921,25777,29278,NA,20199.3,1
"Population ages 70-74, male","SP.POP.7074.MA","United Arab Emirates","ARE",22422,22721,23401,24388,25373,26246,26896,28410,29822,30208,NA,25988.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Uzbekistan","UZB",159808,158398,158377,159949,164013,170488,182232,198900,216914,235708,NA,180478.7,1
"Population ages 70-74, male","SP.POP.7074.MA","Viet Nam","VNM",534670,543204,559386,586219,626951,681808,754397,819675,873624,936725,NA,691665.9,1
"Population ages 70-74, male","SP.POP.7074.MA","Yemen, Rep.","YEM",105524,108369,111437,114776,117280,118508,117586,115356,114432,115663,NA,113893.1,1
"Population ages 75-79, female","SP.POP.7579.FE","Afghanistan","AFG",72599,75193,77445,80126,83347,87268,91463,94780,98070,102489,NA,86278,1
"Population ages 75-79, female","SP.POP.7579.FE","Armenia","ARM",53563,54941,53840,49781,43413,36441,30860,28485,29991,33816,NA,41513.1,1
"Population ages 75-79, female","SP.POP.7579.FE","Azerbaijan","AZE",92606,93197,90156,83287,73250,62194,53171,48493,50381,57413,NA,70414.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Bahrain","BHR",2832,2930,2972,3098,3198,3376,3646,3902,3908,4017,NA,3387.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Bangladesh","BGD",694567,729974,766588,804776,844951,887728,927664,963032,1004247,1045398,NA,866892.5,1
"Population ages 75-79, female","SP.POP.7579.FE","Bhutan","BTN",3848,3915,3984,4047,4111,4194,4276,4346,4396,4447,NA,4156.4,1
"Population ages 75-79, female","SP.POP.7579.FE","Brunei Darussalam","BRN",1568,1672,1785,1886,1951,1974,1977,2010,2122,2318,NA,1926.3,1
"Population ages 75-79, female","SP.POP.7579.FE","Cambodia","KHM",73864,76807,79842,83011,86140,89278,92810,96694,101304,107032,NA,88678.2,1
"Population ages 75-79, female","SP.POP.7579.FE","China","CHN",13850520,13944872,14170739,14460695,14753883,15164232,15706266,16375324,17241445,18369107,NA,15403708.3,1
"Population ages 75-79, female","SP.POP.7579.FE","Cyprus","CYP",15227,15780,16354,16937,17531,18136,18746,19343,19936,20549,NA,17853.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Egypt, Arab Rep.","EGY",415865,413528,412247,413508,420374,435701,456348,477181,508947,550063,NA,450376.2,1
"Population ages 75-79, female","SP.POP.7579.FE","Georgia","GEO",84034,86601,85850,81067,73120,64095,56800,52626,53038,57291,NA,69452.2,1
"Population ages 75-79, female","SP.POP.7579.FE","India","IND",6987949,7169576,7331719,7478598,7626797,7800937,8005258,8135682,8303288,8590918,NA,7743072.2,1
"Population ages 75-79, female","SP.POP.7579.FE","Indonesia","IDN",1779844,1827135,1869657,1907844,1942346,1973930,1995197,1994017,2000811,2028823,NA,1931960.4,1
"Population ages 75-79, female","SP.POP.7579.FE","Iran, Islamic Rep.","IRN",489698,502164,513546,524505,536474,551576,567309,584577,610340,642521,NA,552271,1
"Population ages 75-79, female","SP.POP.7579.FE","Iraq","IRQ",119417,123293,127137,131169,135711,140508,145503,149997,153822,159557,NA,138611.4,1
"Population ages 75-79, female","SP.POP.7579.FE","Israel","ISR",95772,97442,97635,95484,92418,91638,94470,102766,116840,131240,NA,101570.5,1
"Population ages 75-79, female","SP.POP.7579.FE","Japan","JPN",3480967,3559688,3668617,3782537,3929308,3984822,3856045,3839128,4028843,4245874,NA,3837582.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Jordan","JOR",29035,31274,33420,34691,35907,37098,38277,39457,40984,43137,NA,36328,1
"Population ages 75-79, female","SP.POP.7579.FE","Kazakhstan","KAZ",191109,203946,206509,197145,176884,151484,129507,118732,124736,145318,NA,164537,1
"Population ages 75-79, female","SP.POP.7579.FE","Kuwait","KWT",5611,6107,6582,7075,7715,8371,9117,9405,9930,10936,NA,8084.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Kyrgyz Republic","KGZ",37473,38851,38203,35402,30876,26109,22662,21377,22683,26152,NA,29978.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Lao PDR","LAO",26182,26362,26626,27028,27541,28150,28961,29814,30633,31602,NA,28289.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Lebanon","LBN",47649,49662,50437,51106,51797,52698,53843,54975,56608,58974,NA,52774.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Malaysia","MYS",151094,157720,164002,169965,175820,182139,190021,199819,212266,228034,NA,183088,1
"Population ages 75-79, female","SP.POP.7579.FE","Maldives","MDV",1724,1771,1793,1797,1792,1787,1787,1788,1806,1842,NA,1788.7,1
"Population ages 75-79, female","SP.POP.7579.FE","Mongolia","MNG",12798,13087,13404,13764,14172,14622,15064,15373,15709,16213,NA,14420.6,1
"Population ages 75-79, female","SP.POP.7579.FE","Myanmar","MMR",301209,303266,305534,308253,312047,317621,325403,334118,343625,355332,NA,320640.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Nepal","NPL",139774,144239,150205,156803,163685,170510,176224,180396,185379,192463,NA,165967.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Oman","OMN",8852,9489,9995,10363,10694,10836,10717,10683,11550,12520,NA,10569.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Pakistan","PAK",728442,753868,780988,810920,844215,880427,916335,950000,983590,1011374,NA,866015.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Philippines","PHL",438881,451882,464192,475516,485182,494237,506357,516223,533348,568872,NA,493469,1
"Population ages 75-79, female","SP.POP.7579.FE","Qatar","QAT",1405,1443,1540,1648,1784,1867,1932,1880,2269,2435,NA,1820.3,1
"Population ages 75-79, female","SP.POP.7579.FE","Timor-Leste","TLS",5014,5368,5771,6260,6825,7448,8137,8958,9760,10375,NA,7391.6,1
"Population ages 75-79, female","SP.POP.7579.FE","Russian Federation","RUS",3267745,3461879,3498290,3293341,2845508,2359547,1972927,1801720,1913684,2229367,NA,2664400.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Saudi Arabia","SAU",50610,51625,52804,54412,56080,58382,63554,64689,69555,73768,NA,59547.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Sri Lanka","LKA",176444,181377,188987,199327,212446,227068,243350,262410,279877,295195,NA,226648.1,1
"Population ages 75-79, female","SP.POP.7579.FE","Syrian Arab Republic","SYR",81849,81114,81499,82537,83621,85772,88971,92576,97762,105351,NA,88105.2,1
"Population ages 75-79, female","SP.POP.7579.FE","Tajikistan","TJK",32682,33006,32668,31350,29077,26424,24038,22787,23370,25666,NA,28106.8,1
"Population ages 75-79, female","SP.POP.7579.FE","Thailand","THA",761864,785673,807634,827801,848027,870189,896938,932617,977327,1032132,NA,874020.2,1
"Population ages 75-79, female","SP.POP.7579.FE","Turkiye","TUR",632953,640079,650809,663778,679552,704117,733029,766154,804800,844793,NA,712006.4,1
"Population ages 75-79, female","SP.POP.7579.FE","Turkmenistan","TKM",32413,33364,33349,32199,30093,27636,25592,24500,24649,26237,NA,29003.2,1
"Population ages 75-79, female","SP.POP.7579.FE","United Arab Emirates","ARE",5367,6326,7042,7050,7094,7006,7361,8864,9857,11272,NA,7723.9,1
"Population ages 75-79, female","SP.POP.7579.FE","Uzbekistan","UZB",199878,199333,195252,188223,179595,171617,165061,160483,160362,166037,NA,178584.1,1
